,Unnamed: 0,FIRE_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,START_DATE,END_DATE
38,1588434,,2012,2455928.5,2,1238.0,10,Fireworks,2455928.5,2.0,1347.0,11.0,C,33.201729,-81.395653,2012-01-02,2012-01-02
39,395470,,2007,2454102.5,2,,9,Miscellaneous,,,,1.0,B,27.42110998,-80.80806,2007-01-02,
40,250676,BY GOLLY,2006,2453738.5,3,1630.0,9,Miscellaneous,2453738.5,3.0,2359.0,25.0,C,33.9178,-95.3917,2006-01-03,2006-01-03
41,819375,,2006,2453738.5,3,,7,Arson,,,,17.0,C,31.2603,-89.0897,2006-01-03,
42,1013905,,1995,2449720.5,3,,2,Equipment Use,,,,0.1,A,35.6883,-75.8917,1995-01-03,
43,606144,,1994,2449355.5,3,,5,Debris Burning,,,,20.0,C,32.13284,-94.83125,1994-01-03,
44,683311,,1994,2449355.5,3,,4,Campfire,,,,0.1,A,37.262229999999995,-105.92058,1994-01-03,
45,566803,,2006,2453738.5,3,,13,Missing/Undefined,,,,0.1,A,34.04423506,-94.56935209,2006-01-03,
46,836116,,2002,2452277.5,3,1336.0,7,Arson,,,,1.0,B,31.6561,-90.5333,2002-01-03,
47,428120,,2004,2453007.5,3,,5,Debris Burning,,,,1.83,B,31.59089337,-83.88834262,2004-01-03,
48,1240072,FY2000-PIERCE-016,2000,2451546.5,3,1350.0,5,Debris Burning,2451546.5,3.0,1350.0,1.01,B,31.2582,-82.3174,2000-01-03,2000-01-03
49,1412278,,1996,2450085.5,3,1900.0,7,Arson,2450085.5,3.0,2010.0,0.15,A,31.515,-81.515,1996-01-03,1996-01-03
50,1161843,,2005,2453373.5,3,1054.0,7,Arson,2453373.5,3.0,1313.0,15.0,C,32.443371,-85.771879,2005-01-03,2005-01-03
51,152494,CORRAL,2002,2452277.5,3,1100.0,4,Campfire,2452277.5,3.0,1200.0,0.1,A,31.45333333,-110.6747222,2002-01-03,2002-01-03
52,1034735,THE PINES,2000,2451546.5,3,,5,Debris Burning,,,,0.5,B,34.7333,-77.4833,2000-01-03,
53,628146,,2006,2453738.5,3,,7,Arson,,,,1.0,B,26.14573001,-97.81453002,2006-01-03,
54,657095,,2008,2454468.5,3,,9,Miscellaneous,,,,0.5,B,29.484890000000004,-98.34772,2008-01-03,
55,553494,,1998,2450816.5,3,,7,Arson,,,,0.25,A,40.1125,-74.125,1998-01-03,
56,1152877,,2008,2454468.5,3,1438.0,9,Miscellaneous,2454468.5,3.0,1526.0,0.1,A,31.370192,-88.253012,2008-01-03,2008-01-03
57,353994,W. MTN WF,2006,2453739.5,4,200.0,9,Miscellaneous,2453750.5,15.0,1800.0,50.1,C,34.5083,-93.075,2006-01-04,2006-01-15
58,476331,,2006,2453739.5,4,,7,Arson,,,,11.0,C,30.53385918,-90.35771738,2006-01-04,
59,1690331,DAINGERFIELD HIGH SCHOOL GRASS FIRE,2013,2456296.5,4,,9,Miscellaneous,,,,1.0,B,33.015519,-94.718714,2013-01-04,
60,404147,,2009,2454835.5,4,,5,Debris Burning,,,,4.0,B,30.06472,-81.97,2009-01-04,
61,651797,,2008,2454469.5,4,,5,Debris Burning,,,,2.0,B,33.33625,-94.36553,2008-01-04,
62,624773,,2006,2453739.5,4,,9,Miscellaneous,,,,50.0,C,31.547490000000003,-99.46259002,2006-01-04,
63,386374,,2008,2454469.5,4,,2,Equipment Use,,,,1.0,B,33.25161,-93.06985999999999,2008-01-04,
64,457015,,2008,2454469.5,4,,5,Debris Burning,,,,0.84,B,33.58280467,-83.07016158,2008-01-04,
65,624834,,2006,2453740.5,5,,2,Equipment Use,,,,80.0,C,33.22190001,-98.45301001,2006-01-05,
66,154522,MULKY CAMPGROUND,2002,2452279.5,5,1630.0,7,Arson,2452279.5,5.0,2145.0,7.8,B,34.7625,-84.07527778,2002-01-05,2002-01-05
67,855123,,2001,2451914.5,5,,2,Equipment Use,,,,0.6,B,32.4383,-86.3514,2001-01-05,
68,598578,,2000,2451548.5,5,,4,Campfire,,,,5.0,B,30.85207998,-95.71042,2000-01-05,
69,893403,,2000,2451548.5,5,,9,Miscellaneous,,,,1.0,B,32.7686,-93.3842,2000-01-05,
70,1471180,186,2011,2455566.5,5,1600.0,9,Miscellaneous,2455569.5,8.0,1800.0,1.1,B,26.50083333,-98.04972222,2011-01-05,2011-01-08
71,1540218,HWY 97 BEFORE FOWLERTON,2010,2455201.5,5,,5,Debris Burning,,,,1.0,B,28.44866431,-98.84757048,2010-01-05,
72,845740,,1999,2451183.5,5,,5,Debris Burning,,,,0.1,A,31.4575,-87.2019,1999-01-05,
73,381361,,2006,2453740.5,5,,5,Debris Burning,,,,1.0,B,34.16932997,-93.01850001,2006-01-05,
74,605975,,1994,2449357.5,5,,5,Debris Burning,,,,3.0,B,30.277079999999998,-94.97292,1994-01-05,
75,476595,,2006,2453740.5,5,,7,Arson,,,,15.0,C,30.56815847,-93.53683997,2006-01-05,
76,393830,,2005,2453375.5,5,,13,Missing/Undefined,,,,0.5,B,38.92988648,-105.2789702,2005-01-05,
77,1609482,FY2012-CHARLTON-018,2012,2455932.5,6,1404.0,5,Debris Burning,2455932.5,6.0,1430.0,0.5,B,30.65681319,-82.11575966,2012-01-06,2012-01-06
78,1042153,MARLOW FIRE,2001,2451915.5,6,,8,Children,,,,0.2,A,35.8333,-77.7,2001-01-06,
79,625959,,2006,2453741.5,6,,9,Miscellaneous,,,,1.0,B,32.43765001,-96.29137001,2006-01-06,
80,1045057,HOLLY RIDGE TOP FIRE,2001,2451915.5,6,,5,Debris Burning,,,,0.3,B,35.5167,-82.7167,2001-01-06,
81,920005,,2001,2451915.5,6,,5,Debris Burning,,,,0.2,A,34.09,-81.7944,2001-01-06,
82,1234478,STANFIELD,1999,2451184.5,6,1400.0,3,Smoking,,,,0.1,A,32.8305,-111.9531,1999-01-06,
83,964316,,1994,2449358.5,6,,6,Railroad,,,,8.0,B,27.99,-81.95,1994-01-06,
84,1786437,AZ-141511,2014,2456663.5,6,1035.0,13,Missing/Undefined,2456663.5,6.0,1053.0,0.1,A,33.4161,-112.2376,2014-01-06,2014-01-06
85,1609775,FY2012-CRISP-019,2012,2455932.5,6,1531.0,5,Debris Burning,2455932.5,6.0,1600.0,1.28,B,31.92545526,-83.76939663,2012-01-06,2012-01-06
86,427525,,2004,2453010.5,6,,5,Debris Burning,,,,2.91,B,31.08999764,-83.51850864,2004-01-06,
87,1628514,200 GREENBRIAR ROAD FIRE,2012,2455932.5,6,,5,Debris Burning,,,,1.0,B,31.449386999999998,-97.676439,2012-01-06,
88,181064,MARSHALL,1992,2448627.5,6,1352.0,7,Arson,2448627.5,6.0,2130.0,216.0,D,43.2694,-100.8532,1992-01-06,1992-01-06
89,1619562,CHERRY MT OUTBUILDING FIRE,2012,2455932.5,6,2307.0,9,Miscellaneous,2455932.5,6.0,2338.0,0.5,B,35.53895,-81.80045,2012-01-06,2012-01-06
90,414932,,2006,2453741.5,6,,2,Equipment Use,,,,1.0,B,27.81111002,-81.82277998,2006-01-06,
91,291155,I-40,2008,2454471.5,6,1400.0,11,Powerline,2454471.5,6.0,1800.0,60.0,C,35.3767,-96.9808,2008-01-06,2008-01-06
92,1604179,OLD HAUCK FRAM,2012,2455932.5,6,,9,Miscellaneous,,,,0.25,A,45.71831891,-100.7718468,2012-01-06,
93,1042192,ESTELLE'S CRP FIRE,2001,2451915.5,6,,3,Smoking,,,,1.0,B,35.9667,-78.2167,2001-01-06,
94,921682,,2001,2451915.5,6,,5,Debris Burning,,,,2.0,B,33.7242,-80.1472,2001-01-06,
95,702422,,1994,2449358.5,6,1315.0,7,Arson,2449358.5,6.0,1425.0,12.0,C,30.79873528,-89.55872933,1994-01-06,1994-01-06
96,249811,CARLYLE,2008,2454471.5,6,1000.0,7,Arson,2454472.5,7.0,1000.0,1.5,B,36.75,-96.0347,2008-01-06,2008-01-07
97,1207432,,2010,2455203.5,7,,5,Debris Burning,,,,0.35,B,31.38347958,-84.36690811,2010-01-07,
98,1367315,,2009,2454838.5,7,1155.0,5,Debris Burning,,,,12.0,C,36.39563,-91.47541,2009-01-07,
99,560635,BJ,2003,2452646.5,7,,5,Debris Burning,,,,0.1,A,35.989000000000004,-105.99600000000001,2003-01-07,
100,309117,UNNAMED FIRE 0807,2000,2451550.5,7,1430.0,11,Powerline,2451550.5,7.0,1430.0,1.0,B,35.181803,-119.50865,2000-01-07,2000-01-07
101,410979,,2005,2453377.5,7,,9,Miscellaneous,,,,15.0,C,29.57055998,-82.97195,2005-01-07,
102,622359,,2005,2453377.5,7,,5,Debris Burning,,,,2.0,B,30.05598002,-98.08651999,2005-01-07,
103,249263,AIKMAN,2009,2454838.5,7,1246.0,5,Debris Burning,2454838.5,7.0,1300.0,1.0,B,35.3797,-95.9947,2009-01-07,2009-01-07
104,820626,,2006,2453742.5,7,,7,Arson,,,,5.0,B,31.1322,-90.7064,2006-01-07,
105,624349,,2006,2453742.5,7,,5,Debris Burning,,,,1.0,B,30.13644999,-97.56793002,2006-01-07,
106,427696,,2004,2453011.5,7,,2,Equipment Use,,,,0.17,A,31.43250666,-85.03080191,2004-01-07,
107,582135,,2008,2454472.5,7,,5,Debris Burning,,,,1.0,B,33.11163,-80.39689,2008-01-07,
108,1244362,FY2001-COOK-038,2001,2451916.5,7,1513.0,5,Debris Burning,2451916.5,7.0,1513.0,2.59,B,31.1728,-83.516,2001-01-07,2001-01-07
109,624381,,2006,2453742.5,7,,3,Smoking,,,,30.0,C,30.07669998,-96.34727,2006-01-07,
110,910153,,1999,2451185.5,7,,5,Debris Burning,,,,1.0,B,34.3,-82.3833,1999-01-07,
111,1712362,,2007,2454107.5,7,,13,Missing/Undefined,,,,2.0,B,18.345392,-67.157715,2007-01-07,
112,1185831,,2010,2455203.5,7,,5,Debris Burning,,,,1.0,B,33.717129,-80.283569,2010-01-07,
113,1866014,,2004,2453011.5,7,,13,Missing/Undefined,,,,0.1,A,21.3479271,-158.0267639,2004-01-07,
114,1521906,,2011,2455569.5,8,1237.0,5,Debris Burning,2455569.5,8.0,1326.0,5.0,B,36.5722,-93.289,2011-01-08,2011-01-08
115,737625,,1994,2449360.5,8,,13,Missing/Undefined,2449360.5,8.0,,0.1,A,32.975,-80.825,1994-01-08,1994-01-08
116,339356,HOPE,2000,2451551.5,8,1100.0,5,Debris Burning,2451551.5,8.0,1330.0,3.0,B,32.7901,-104.7222,2000-01-08,2000-01-08
117,414499,,2006,2453743.5,8,,7,Arson,,,,1.0,B,28.53222001,-82.16944002,2006-01-08,
118,640049,,2008,2454473.5,8,,9,Miscellaneous,,,,20.0,C,33.233540000000005,-99.58675,2008-01-08,
119,1548698,HACKELBERG RD,2011,2455569.5,8,,6,Railroad,,,,0.5,B,29.327676,-98.727822,2011-01-08,
120,852625,,2000,2451551.5,8,,7,Arson,,,,80.0,C,30.3925,-88.2172,2000-01-08,
121,1548663,WOMACK,2011,2455569.5,8,,5,Debris Burning,,,,1.0,B,31.302609999999998,-94.53490699999999,2011-01-08,
122,1436558,,1996,2450090.5,8,1230.0,5,Debris Burning,,,,1.0,B,30.23335,-87.90977,1996-01-08,
123,816324,,2006,2453743.5,8,,5,Debris Burning,,,,65.0,C,33.0136,-89.3728,2006-01-08,
124,7044,LOAF,2006,2453743.5,8,1326.0,7,Arson,2453743.5,8.0,1459.0,0.5,B,33.68055556,-111.51833329999998,2006-01-08,2006-01-08
125,194120,CRP,1992,2448629.5,8,2330.0,2,Equipment Use,2448630.5,9.0,200.0,91.0,C,48.0833,-108.3674,1992-01-08,1992-01-09
126,1521370,,2011,2455570.5,9,1144.0,5,Debris Burning,2455570.5,9.0,1235.0,1.0,B,37.562659000000004,-90.351365,2011-01-09,2011-01-09
127,1773551,,2014,2456666.5,9,1758.0,9,Miscellaneous,2456666.5,9.0,1819.0,0.3,B,37.845317,-120.18648300000001,2014-01-09,2014-01-09
128,1159832,,2006,2453744.5,9,1459.0,7,Arson,2453744.5,9.0,1706.0,1.0,B,33.274915,-87.39650999999999,2006-01-09,2006-01-09
129,820000,,2006,2453744.5,9,,7,Arson,,,,1.0,B,31.2383,-90.8936,2006-01-09,
130,580611,,2003,2452648.5,9,,7,Arson,,,,6.0,B,34.54138999,-79.40527998,2003-01-09,
131,1515704,ACORN LN.,2011,2455570.5,9,1057.0,13,Missing/Undefined,2455570.5,9.0,1117.0,0.1,A,36.07991667,-75.79811667,2011-01-09,2011-01-09
132,1817999,3,2015,2457031.5,9,1722.0,5,Debris Burning,2457031.5,9.0,1804.0,2.0,B,37.92,-95.48,2015-01-09,2015-01-09
133,595177,,2006,2453744.5,9,,5,Debris Burning,,,,0.1,A,35.60166999,-84.63667002,2006-01-09,
134,476345,,2006,2453744.5,9,,5,Debris Burning,,,,0.5,B,30.81794192,-90.34828665,2006-01-09,
135,458126,,2009,2454840.5,9,,5,Debris Burning,,,,0.25,A,32.03454507,-84.83445055,2009-01-09,
136,404467,,2009,2454840.5,9,,5,Debris Burning,,,,3.5,B,28.936940000000003,-82.56416999999999,2009-01-09,
137,1380044,,1996,2450092.5,10,1315.0,2,Equipment Use,2450092.5,10.0,1335.0,6.18,B,33.0751,-82.3373,1996-01-10,1996-01-10
138,1837508,,2015,2457032.5,10,,7,Arson,,,,2.0,B,36.66010278,-78.63834444,2015-01-10,
139,1047077,CYRUS EDWARDS RD.,2001,2451919.5,10,,5,Debris Burning,,,,0.3,B,35.0,-80.5,2001-01-10,
140,1484871,(OK) PAGGETT (41),2011,2455571.5,10,1330.0,9,Miscellaneous,2455571.5,10.0,1508.0,0.1,A,27.5218,-80.9946,2011-01-10,2011-01-10
141,1719430,,2011,2455571.5,10,,13,Missing/Undefined,,,,0.5,B,18.092676,-66.942284,2011-01-10,
142,1039433,PIGGLY WIGGLY FIRE,2001,2451919.5,10,,3,Smoking,,,,2.0,B,35.5333,-77.0167,2001-01-10,
143,1382510,,1996,2450096.5,14,1317.0,5,Debris Burning,2450096.5,14.0,1344.0,4.18,B,30.8647,-84.7126,1996-01-14,1996-01-14
144,834388,,2002,2452288.5,14,1604.0,9,Miscellaneous,,,,0.1,A,34.5142,-88.7547,2002-01-14,
145,1430961,,1994,2449366.5,14,1230.0,5,Debris Burning,,,,40.0,C,30.479570000000002,-88.36861,1994-01-14,
146,264735,EVER DUMP,2006,2453749.5,14,1200.0,5,Debris Burning,2453749.5,14.0,1430.0,0.1,A,43.3242,-102.3636,2006-01-14,2006-01-14
147,970860,,1999,2451192.5,14,,6,Railroad,,,,2.0,B,26.61,-81.57,1999-01-14,
148,625366,,2006,2453749.5,14,,8,Children,,,,1.0,B,32.57898998,-97.13837,2006-01-14,
149,427302,,2004,2453018.5,14,,5,Debris Burning,,,,1.68,B,31.28612963,-84.37785212,2004-01-14,
150,894639,,2000,2451557.5,14,,9,Miscellaneous,,,,5.0,B,30.5556,-93.4608,2000-01-14,
151,998145,,1992,2448635.5,14,,2,Equipment Use,,,,0.1,A,35.7417,-75.8617,1992-01-14,
152,1528579,KINGS ROW/CROSS BOW,2009,2454845.5,14,,9,Miscellaneous,,,,0.25,A,29.18569826,-98.58943523,2009-01-14,
153,1237889,FY2000-GWINNETT-008,2000,2451557.5,14,1400.0,5,Debris Burning,2451557.5,14.0,1400.0,10.35,C,34.1212,-83.9925,2000-01-14,2000-01-14
154,825947,,2000,2451557.5,14,,9,Miscellaneous,,,,0.1,A,33.5986,-90.0953,2000-01-14,
155,365360,MIDDLETON,2001,2451923.5,14,1615.0,9,Miscellaneous,2451925.5,16.0,630.0,451.2,E,29.6,-94.3994,2001-01-14,2001-01-16
156,1593605,153RD HOUSE(38),2012,2455940.5,14,928.0,12,Structure,2455940.5,14.0,1155.0,1.0,B,29.1061,-82.6322,2012-01-14,2012-01-14
157,1367360,,2009,2454845.5,14,1430.0,2,Equipment Use,,,,10.0,C,34.57,-92.32799999999999,2009-01-14,
158,1582627,HOG WALLOW,2012,2455940.5,14,,13,Missing/Undefined,2455943.5,17.0,,15.0,C,27.50777778,-81.4125,2012-01-14,2012-01-17
159,828925,,2000,2451558.5,15,,9,Miscellaneous,,,,0.1,A,31.29,-89.1919,2000-01-15,
160,417177,,2003,2452654.5,15,,9,Miscellaneous,,,,0.09,A,34.49472665,-83.89749063,2003-01-15,
161,672945,,2003,2452654.5,15,,9,Miscellaneous,,,,0.01,A,44.01749997,-90.01089001,2003-01-15,
162,417465,,2003,2452654.5,15,,5,Debris Burning,,,,7.07,B,32.30014262,-82.85095288,2003-01-15,
163,84653,017 MILITARY ROAD,1996,2450097.5,15,1425.0,7,Arson,2450097.5,15.0,1520.0,2.0,B,31.65,-92.55,1996-01-15,1996-01-15
164,912997,,1999,2451193.5,15,,9,Miscellaneous,,,,4.0,B,33.9833,-79.0,1999-01-15,
165,598681,,2000,2451558.5,15,,7,Arson,,,,2.0,B,32.10625002,-95.54375,2000-01-15,
166,1528659,9036,2009,2454846.5,15,,5,Debris Burning,,,,1.0,B,32.67396358,-95.44404292,2009-01-15,
167,1229466,30119,2009,2454846.5,15,1625.0,9,Miscellaneous,2454846.5,15.0,1625.0,0.2,A,35.95514997,-95.08385,2009-01-15,2009-01-15
168,1465346,CROMWELL,2011,2455576.5,15,1248.0,7,Arson,2455576.5,15.0,1315.0,0.3,B,34.0517,-110.4853,2011-01-15,2011-01-15
169,584280,,2004,2453019.5,15,,5,Debris Burning,,,,1.5,B,33.24778,-79.96249997,2004-01-15,
170,268693,SOUTH,2002,2452289.5,15,1842.0,8,Children,2452289.5,15.0,1915.0,2.0,B,43.0692,-98.2942,2002-01-15,2002-01-15
171,992384,,2000,2451558.5,15,,2,Equipment Use,,,,0.5,B,26.32,-81.57,2000-01-15,
172,1237452,FY2000-EVANS-020,2000,2451559.5,16,1122.0,7,Arson,2451559.5,16.0,1122.0,0.17,A,32.1322,-81.8323,2000-01-16,2000-01-16
173,291158,LAGOON,2008,2454481.5,16,1150.0,9,Miscellaneous,2454481.5,16.0,1230.0,0.3,B,35.4933,-97.0789,2008-01-16,2008-01-16
174,1879312,MOUNTAIN,2012,2455942.5,16,1201.0,13,Missing/Undefined,2455942.5,16.0,1312.0,2.5,B,39.028419,-122.67213100000001,2012-01-16,2012-01-16
175,975670,,1996,2450098.5,16,,2,Equipment Use,,,,0.5,B,29.86,-82.12,1996-01-16,
176,734776,,1994,2449368.5,16,,13,Missing/Undefined,2449368.5,16.0,,0.1,A,34.14166667,-79.44166667,1994-01-16,1994-01-16
177,706230,,1996,2450098.5,16,1302.0,5,Debris Burning,2450098.5,16.0,1330.0,1.0,B,30.52261019,-89.39394467,1996-01-16,1996-01-16
178,1748468,,2014,2456673.5,16,1611.0,5,Debris Burning,2456673.5,16.0,1652.0,2.0,B,40.2457,-96.63071,2014-01-16,2014-01-16
179,1415559,,1994,2449368.5,16,1150.0,4,Campfire,2449368.5,16.0,1205.0,0.08,A,31.8068,-82.5987,1994-01-16,1994-01-16
180,745900,,1992,2448637.5,16,,13,Missing/Undefined,2448637.5,16.0,,0.2,A,33.50416667,-80.7125,1992-01-16,1992-01-16
181,1788911,310 AND J ROAD,2014,2456673.5,16,1445.0,13,Missing/Undefined,,,,1800.0,F,38.6075,-96.20638890000001,2014-01-16,
182,1766970,ATWATER ROAD (20),2014,2456673.5,16,1600.0,6,Railroad,2456673.5,16.0,1723.0,0.1,A,30.671,-84.709,2014-01-16,2014-01-16
183,1579763,KING,2012,2455942.5,16,35.0,7,Arson,2455942.5,16.0,1645.0,1.0,B,45.1291,-101.1651,2012-01-16,2012-01-16
184,1057729,HOT WELL FIRE,2004,2453020.5,16,,5,Debris Burning,,,,0.7,B,35.6,-81.8667,2004-01-16,
185,1430965,,1994,2449368.5,16,1030.0,4,Campfire,,,,5.0,B,30.771440000000002,-88.38645,1994-01-16,
186,1700169,,2003,2452655.5,16,,13,Missing/Undefined,,,,1.0,B,18.056476999999997,-66.94091800000001,2003-01-16,
187,1590201,,2012,2455942.5,16,1309.0,6,Railroad,2455942.5,16.0,1341.0,0.5,B,42.06395,-97.39191,2012-01-16,2012-01-16
188,893188,,2000,2451559.5,16,,9,Miscellaneous,,,,3.0,B,31.9503,-92.7644,2000-01-16,
189,1609596,FY2012-COFFEE-048,2012,2455942.5,16,1246.0,5,Debris Burning,2455942.5,16.0,1336.0,25.6,C,31.4159848,-82.73045756,2012-01-16,2012-01-16
190,1378820,,1996,2450098.5,16,1120.0,7,Arson,2450098.5,16.0,1235.0,8.08,B,31.5151,-81.6754,1996-01-16,1996-01-16
191,1055988,BOX BLADE,2004,2453020.5,16,,5,Debris Burning,,,,1.5,B,34.6833,-79.4667,2004-01-16,
192,529278,,2008,2454481.5,16,,13,Missing/Undefined,,,,0.1,A,34.93517,-79.69791,2008-01-16,
193,1033415,YARD,1999,2451194.5,16,,5,Debris Burning,,,,0.2,A,35.7583,-81.435,1999-01-16,
194,852084,,2000,2451559.5,16,,8,Children,,,,0.3,B,32.8258,-87.8792,2000-01-16,
195,833799,,2002,2452290.5,16,1253.0,5,Debris Burning,,,,2.0,B,31.9308,-90.3844,2002-01-16,
196,1114784,MAJOR                    ,2002,2452291.5,17,,5,Debris Burning,,,,0.1,A,39.08,-121.01805559999998,2002-01-17,
197,414506,,2006,2453752.5,17,,9,Miscellaneous,,,,3.0,B,28.51056002,-82.16221997,2006-01-17,
198,513811,,2006,2453752.5,17,,2,Equipment Use,,,,0.1,A,35.64686002,-81.48279998,2006-01-17,
199,1773674,,2014,2456674.5,17,1717.0,9,Miscellaneous,2456674.5,17.0,1810.0,1.0,B,38.957867,-122.73065,2014-01-17,2014-01-17
200,414505,,2006,2453752.5,17,,13,Missing/Undefined,,,,1.0,B,28.84806002,-82.60832999,2006-01-17,
201,414944,,2006,2453752.5,17,,2,Equipment Use,,,,3.0,B,27.87110998,-81.41333998,2006-01-17,
202,1055300,TRASH BARRELL FIRE,2004,2453021.5,17,,5,Debris Burning,,,,0.1,A,34.9,-77.7667,2004-01-17,
203,783662,,1996,2450099.5,17,1333.0,13,Missing/Undefined,2450099.5,17.0,1500.0,8.0,B,34.02000099,-94.85119641,1996-01-17,1996-01-17
