,FIRE_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE
1367953,,2009,2454913.5,82,1702,5.0,Debris Burning,,,,25.0,C,36.09415,-91.84518
679847,,1994,2449504.5,152,2025,13.0,Missing/Undefined,2449504.5,152.0,2043,0.1,A,32.13890146,-110.98198579
1262779,,2009,2454932.5,101,1105,13.0,Missing/Undefined,2454932.5,101.0,,40.0,C,41.7088837,-91.3271506
606270,,1994,2449458.5,106,,5.0,Debris Burning,,,,5.0,B,32.33541,-95.11875
200626,,1994,2449555.5,203,0823,1.0,Lightning,2449555.5,203.0,0845,0.1,A,33.9884,-109.7457
368985,DECOSTA,2005,2453552.5,182,1915,9.0,Miscellaneous,2453552.5,182.0,1930,0.1,A,37.26743,-120.96727
158043,LOOKOUT,2003,2452873.5,234,1145,1.0,Lightning,2452873.5,234.0,1530,0.1,A,39.95027778,-120.26833333
1277999,,1996,2450226.5,144,,8.0,Children,,,,2.0,B,42.7491273,-71.4909409
499992,,1996,2450307.5,225,,5.0,Debris Burning,,,,0.1,A,45.463559,-93.621613
836433,,2002,2452329.5,55,1715,9.0,Miscellaneous,,,,0.1,A,31.5525,-90.2133
558074,,2008,2454766.5,301,,7.0,Arson,,,,0.25,A,39.5587,-74.3402
662190,,2006,2453807.5,72,,9.0,Miscellaneous,,,,3.4,B,37.77417,-76.55417001
554332,,1998,2451050.5,237,,2.0,Equipment Use,,,,0.25,A,39.52083,-75.0625
645538,,2008,2454563.5,98,,5.0,Debris Burning,,,,5.0,B,32.12002,-98.12395
1722179,POVERTY FLATS,2014,2456883.5,226,1620,1.0,Lightning,2456884.5,227.0,0915,0.1,A,44.80666667,-115.71027778
271793,RL200,2003,2452736.5,97,1536,5.0,Debris Burning,2452736.5,97.0,1545,2.0,B,48.0213,-94.8989
296282,ROSANNA,2005,2453524.5,154,1600,9.0,Miscellaneous,2453524.5,154.0,1700,0.1,A,34.1389,-114.3014
460751,,2009,2455016.5,185,,9.0,Miscellaneous,,,,0.9,B,34.65362304,-85.47094486
665376,,2009,2454925.5,94,,3.0,Smoking,,,,1.0,B,37.21417,-77.86083
882258,,1999,2451343.5,165,,5.0,Debris Burning,,,,0.5,B,32.4922,-82.0533
1816933,06720150510001,2015,2457152.5,130,1152,4.0,Campfire,2457152.5,130.0,1335,2.0,B,31.5550525,-89.33098392
793615,,1993,2449311.5,324,2040,5.0,Debris Burning,2449311.5,324.0,2052,0.05,A,45.03310483,-90.72208266
135960,KACHINA,2001,2452085.5,176,0800,1.0,Lightning,2452085.5,176.0,1130,0.1,A,35.30805556,-111.70722222
1354740,HILL,2007,2454229.5,129,1617,5.0,Debris Burning,2454229.5,129.0,,2.0,B,35.516067,-88.57677
1222663,MS0    1010-5151019012,2010,2455488.5,292,1835,13.0,Missing/Undefined,,,,1.0,B,32.026058,-90.269058
158067,LENA,2003,2452840.5,201,1300,1.0,Lightning,2452841.5,202.0,1400,0.75,B,40.8625,-109.3775
623664,,2005,2453638.5,268,,9.0,Miscellaneous,,,,40.0,C,28.73905999,-99.87848001
1768374,FY2014-CHATTOOGA-026,2014,2456726.5,69,2013,7.0,Arson,2456726.5,69.0,2116,2.94,B,34.34181667,-85.40922778
1871353,COOK,2015,2457230.5,208,1255,5.0,Debris Burning,2457230.5,208.0,1312,0.17,A,38.326167,-120.988893
1405008,,1997,2450725.5,277,1840,5.0,Debris Burning,2450725.5,277.0,2045,0.36,B,30.7613,-82.895
1564814,BRUSH CREEK,2012,2456145.5,219,1130,5.0,Debris Burning,2456145.5,219.0,1830,2.25,B,44.03666667,-103.34305556
892168,,2000,2451769.5,226,,9.0,Miscellaneous,,,,2.0,B,30.8544,-92.7639
1198757,,2009,2454913.5,82,,5.0,Debris Burning,,,,4.0,B,40.10755556,-76.81608333
1657092,TALLMAN,2013,2456466.5,174,1600,7.0,Arson,2456478.5,186.0,1648,0.1,A,47.9386,-117.1632
707294,,1995,2449968.5,251,1351,5.0,Debris Burning,2449968.5,251.0,1454,2.0,B,31.28971562,-89.76561512
131455,COLLEGE CREEK,2000,2451780.5,237,0703,1.0,Lightning,2451780.5,237.0,2026,0.2,A,45.43194444,-116.7875
569990,,2006,2453844.5,109,,7.0,Arson,,,,2.0,B,41.32111001,-75.71554999
1272706,,2006,2453846.5,111,1121,7.0,Arson,2453846.5,111.0,1600,0.1,A,44.118667,-69.800389
1154368,,2003,2452668.5,29,1336,3.0,Smoking,2452668.5,29.0,1448,5.0,B,31.326502,-88.065619
277647,SOUTH JETE,2005,2453567.5,197,1544,1.0,Lightning,2453567.5,197.0,1721,0.3,B,47.7291,-114.301
104083,006 RIVER ROAD,1998,2450869.5,56,1400,7.0,Arson,2450869.5,56.0,1430,1.8,B,31.07,-92.65333333
1424589,,2010,2455275.5,79,1630,1.0,Lightning,,,,2.0,B,30.98563,-89.86505
311934,UNNAMED FIRE 0018,2005,2453499.5,129,,9.0,Miscellaneous,2453499.5,129.0,,0.1,A,35.154692,-119.199072
302475,TURTLE CRE,2005,2453496.5,126,2245,7.0,Arson,2453497.5,127.0,0001,0.1,A,33.3353,-110.4511
1187641,,2010,2455289.5,93,,4.0,Campfire,,,,0.5,B,43.2446,-76.05805
1009784,,1994,2449374.5,22,,7.0,Arson,,,,5.0,B,35.4417,-78.9083
978654,,1999,2451237.5,59,,2.0,Equipment Use,,,,20.0,C,28.06,-81.49
791560,,1994,2449476.5,124,1143,2.0,Equipment Use,2449476.5,124.0,1153,0.08,A,45.62459125,-88.00026152
275492,ANTEL PASS,2002,2452517.5,243,1402,1.0,Lightning,2452517.5,243.0,1849,1.0,B,35.9667,-108.7973
361684,110297WF,1997,2450591.5,143,1445,5.0,Debris Burning,,,,20.0,C,34.53333333,-80.28333333
1074911,AVENUE 9                 ,2002,2452563.5,289,,9.0,Miscellaneous,,,,2.0,B,36.88805555,-119.93805555
153406,ERNEST LAKE,2002,2452518.5,244,1453,1.0,Lightning,2452519.5,245.0,1300,1.0,B,44.03777778,-111.03138889
5286,JOCK MOCK,2005,2453587.5,217,1700,9.0,Miscellaneous,2453587.5,217.0,1856,0.1,A,47.86055556,-90.66611111
1406675,,1995,2449918.5,201,1640,1.0,Lightning,2449918.5,201.0,1825,0.3,B,32.0811,-82.9828
1128538,HOPPE                    ,2001,2452111.5,202,,2.0,Equipment Use,,,,0.3,B,33.38,-117.18305555
1737193,,2014,2456785.5,128,1029,1.0,Lightning,2456795.5,138.0,1116,0.1,A,42.3809,-74.6309
597773,,2008,2454720.5,255,,5.0,Debris Burning,,,,1.0,B,35.69347,-88.43725
61510,,1994,2449576.5,224,1207,1.0,Lightning,2449577.5,225.0,1530,0.1,A,48.01333333,-116.15166667
745983,,1992,2448658.5,37,,13.0,Missing/Undefined,2448658.5,37.0,,0.1,A,33.85833333,-81.1375
1337389,,2005,2453508.5,138,1455,9.0,Miscellaneous,2453508.5,138.0,1455,0.1,A,42.90135264,-78.68377831
1203349,,2010,2455488.5,292,,5.0,Debris Burning,,,,0.15,A,30.85757607,-81.6340435
495478,,1993,2449121.5,134,,1.0,Lightning,,,,3.0,B,47.350576,-91.272169
1225940,MS0    0808-4460323001,2008,2454548.5,83,1208,13.0,Missing/Undefined,,,,38.0,C,31.410209,-89.655629
1127164,AIRPORT                  ,1993,2449220.5,233,,2.0,Equipment Use,,,,10.0,C,37.36888888,-118.35805555
1086810,VOLLMER                  ,2001,2452069.5,160,,2.0,Equipment Use,,,,0.3,B,36.12888888,-118.85
544628,,2002,2452337.5,63,,7.0,Arson,,,,1.0,B,39.45417,-74.71667
990294,,2000,2451689.5,146,,2.0,Equipment Use,,,,65.0,C,28.55,-82.16
297351,HAYSTACK,2002,2452467.5,193,1400,1.0,Lightning,2452467.5,193.0,1800,2.0,B,34.0945,-109.7865
1005851,,1993,2449315.5,328,,2.0,Equipment Use,,,,0.1,A,35.9283,-79.2083
351215,IMPERIAL,2007,2454298.5,198,1333,1.0,Lightning,2454308.5,208.0,1500,0.1,A,36.278,-111.994317
1431074,,1994,2449408.5,56,1430,5.0,Debris Burning,,,,2.0,B,31.10748,-88.06548
1489071,FY2011-BROOKS-053,2011,2455628.5,67,1330,5.0,Debris Burning,2455628.5,67.0,1500,0.3,B,30.98739602,-83.45883212
344627,LITTLE V1,2005,2453567.5,197,1628,1.0,Lightning,2453568.5,198.0,1800,0.1,A,37.5689,-111.7711
1513883,,2011,2455904.5,343,1405,7.0,Arson,,,,0.5,B,34.1397,-117.9556
542208,,2001,2452038.5,129,,5.0,Debris Burning,,,,0.25,A,41.06583,-74.45333
882343,,1999,2451214.5,36,,5.0,Debris Burning,,,,1.4,B,32.3722,-82.155
867956,,1998,2451100.5,287,,5.0,Debris Burning,,,,0.3,B,34.2244,-84.8192
909800,,1998,2450956.5,143,,5.0,Debris Burning,,,,0.2,A,33.1833,-79.9833
1448058,,2002,2452425.5,151,,5.0,Debris Burning,,,,0.07,A,45.401022,-88.255823
1430838,,1994,2449377.5,25,1400,4.0,Campfire,,,,10.0,C,32.18869,-86.71518
1793839,TOWNSEND NIGHT,2015,2457163.5,141,1725,5.0,Debris Burning,2457163.5,141.0,1740,0.1,A,45.33055556,-88.59194444
1689014,DRY FORK ROAD,2013,2456398.5,106,1700,5.0,Debris Burning,2456398.5,106.0,1830,3.0,B,37.30194855,-82.44174957
170621,TURNER,2004,2453329.5,325,1401,4.0,Campfire,2453329.5,325.0,1420,0.1,A,40.3025,-121.56888889
74807,LIBERTY ROAD,1994,2449450.5,98,1520,4.0,Campfire,2449450.5,98.0,1600,0.2,A,44.48833333,-83.46666667
1339185,,2005,2453678.5,308,1617,9.0,Miscellaneous,2453678.5,308.0,1617,0.1,A,40.64911254,-73.83737552
502947,,1998,2450937.5,124,,7.0,Arson,,,,120.0,D,45.88212052,-94.17563862
69659,,1994,2449623.5,271,1401,1.0,Lightning,2449623.5,271.0,1800,0.1,A,41.65,-123.45333333
206617,BABE,1993,2449165.5,178,0515,8.0,Children,2449165.5,178.0,0630,1.0,B,33.1334,-110.1173
440799,,2006,2453822.5,87,,5.0,Debris Burning,,,,0.25,A,32.24815873,-81.63566275
1697221,07022013,2013,2456475.5,183,,5.0,Debris Burning,,,,1.5,B,32.906109,-95.557022
203385,DOBBINS,1993,2449098.5,111,1155,9.0,Miscellaneous,2449098.5,111.0,1255,3.0,B,33.3567,-112.2124
512894,,2007,2454294.5,194,,1.0,Lightning,,,,0.5,B,46.8984,-114.19
1735960,LITTLE,2014,2456820.5,163,1527,1.0,Lightning,2456820.5,163.0,1817,0.1,A,40.5942,-109.4556
550397,,1995,2449784.5,67,,6.0,Railroad,,,,0.25,A,39.75417,-74.94167
980048,,1994,2449498.5,146,,8.0,Children,,,,0.5,B,28.34,-82.59
651268,,2008,2454676.5,211,,2.0,Equipment Use,,,,1.0,B,32.48505,-100.1018
1011745,,1994,2449490.5,138,,2.0,Equipment Use,,,,1.0,B,35.6683,-81.5517
1187622,,2009,2454873.5,42,,9.0,Miscellaneous,,,,0.2,A,41.01447296,-95.8833313
1771953,,2014,2456955.5,298,1120,7.0,Arson,,,,3.4,B,30.39685,-89.82425
68759,FRENCH,1994,2449548.5,196,1515,4.0,Campfire,2449548.5,196.0,1800,0.1,A,43.86833333,-114.77527778
1591074,NEWELLTOWN,2012,2456026.5,100,1436,9.0,Miscellaneous,2456026.5,100.0,1545,2.5,B,41.58274,-76.9142
1338085,,2005,2453511.5,141,2134,7.0,Arson,2453511.5,141.0,2134,0.1,A,44.09249693,-76.1583042
736624,,1993,2449182.5,195,,13.0,Missing/Undefined,2449182.5,195.0,,1.0,B,33.1125,-80.9875
1211147,REVEREND,2010,2455283.5,87,1345,7.0,Arson,2455283.5,87.0,1900,19.9,C,36.3758,-96.4394
929122,,2002,2452425.5,151,,1.0,Lightning,,,,40.0,C,33.0097,-81.0883
702437,,1994,2449400.5,48,1450,7.0,Arson,2449400.5,48.0,1540,8.0,B,31.98442717,-89.54577895
1025622,TON FIRE,1997,2450633.5,185,,5.0,Debris Burning,,,,0.2,A,35.5417,-82.075
335055,BOULDERSPR,2002,2452487.5,213,1905,1.0,Lightning,2452487.5,213.0,2045,0.1,A,37.6839,-114.9083
814371,,2005,2453655.5,285,,5.0,Debris Burning,,,,1.0,B,31.3161,-88.9722
989455,,2000,2451830.5,287,,3.0,Smoking,,,,0.1,A,30.73,-85.34
1837434,,2015,2457093.5,71,,7.0,Arson,,,,1.5,B,37.24694444,-82.32444444
597007,,2008,2454506.5,41,,5.0,Debris Burning,,,,1.5,B,36.45467,-82.201
1425403,SAGEWOOD DRIVE,2010,2455262.5,66,1402,5.0,Debris Burning,2455262.5,66.0,1502,0.2,A,36.12266666,-79.18716666
731037,,1995,2449800.5,83,,13.0,Missing/Undefined,2449800.5,83.0,,1.0,B,33.85416667,-79.7625
1275498,SHEILDS LN FIRE,2009,2454929.5,98,1827,9.0,Miscellaneous,2454929.5,98.0,1827,7.7,B,45.26026,-88.07979
598578,,2000,2451548.5,5,,4.0,Campfire,,,,5.0,B,30.85207998,-95.71042
1477216,30191,2011,2455642.5,81,0225,7.0,Arson,2455643.5,82.0,0225,3.0,B,35.71800003,-94.99548333
1025262,PIT,1997,2450547.5,99,,5.0,Debris Burning,,,,0.1,A,36.4917,-79.1583
709285,,1995,2449962.5,245,1900,7.0,Arson,2449962.5,245.0,2030,2.0,B,34.79391381,-88.34101082
636686,,2007,2454158.5,58,,5.0,Debris Burning,,,,10.0,C,32.07234999,-98.02061
1319963,LOONEYATLER BRANCH,1998,2451102.5,289,1355,2.0,Equipment Use,2451102.5,289.0,1355,5.0,B,37.49833969,-81.30907724
692614,,1993,2449065.5,78,1100,7.0,Arson,2449065.5,78.0,1330,25.0,C,32.10230197,-89.44743069
1549786,ROLLING OAKS,2011,2455592.5,31,,5.0,Debris Burning,,,,1.0,B,32.284412,-96.216674
506688,,2000,2451667.5,124,,7.0,Arson,,,,2.5,B,45.39739398,-93.27814483
407240,,2004,2453184.5,180,,13.0,Missing/Undefined,,,,2.0,B,27.57971997,-80.40610998
880746,,1999,2451421.5,243,,5.0,Debris Burning,,,,1.9,B,31.0017,-84.5542
554379,,1998,2451088.5,275,,9.0,Miscellaneous,,,,0.25,A,39.575,-75.05833
865646,,2001,2452135.5,226,,5.0,Debris Burning,,,,1.0,B,34.4247,-92.8011
241265,DODD R1,1994,2449411.5,59,0120,7.0,Arson,2449411.5,59.0,0200,0.5,B,36.46852,-94.06294
1677024,2ND STREET HILL,2013,2456314.5,22,1131,9.0,Miscellaneous,2456314.5,22.0,1148,0.2,A,36.16886667,-81.13843333
1199776,,2010,2455321.5,125,,11.0,Powerline,,,,0.02,A,45.32418,-88.49743
152352,CRAYON,2002,2452566.5,292,1310,9.0,Miscellaneous,2452566.5,292.0,1450,0.1,A,44.66666667,-111.10138889
411497,,2005,2453462.5,92,,5.0,Debris Burning,,,,10.0,C,29.59889,-82.83194002
1403317,,1996,2450151.5,69,1410,8.0,Children,2450151.5,69.0,1444,0.44,B,32.6128,-83.8326
446636,,2007,2454194.5,94,,2.0,Equipment Use,,,,1.34,B,34.09445525,-83.5652244
1340838,,2005,2453478.5,108,1344,9.0,Miscellaneous,2453478.5,108.0,1344,1.36,B,41.45455274,-74.41464059
1551720,EF007-2011,2011,2455624.5,63,,9.0,Miscellaneous,,,,1.0,B,32.647653,-96.066341
1570590,TANNER,2012,2455980.5,54,1500,9.0,Miscellaneous,2455980.5,54.0,1800,5.0,B,33.17611111,-79.81
1584379,BADGER,2012,2456185.5,259,,9.0,Miscellaneous,,,,0.5,B,44.59413449,-96.8648243
719528,SQUAW FLAT #181,2002,2452468.5,194,,1.0,Lightning,2452468.5,194.0,,0.1,A,42.23059,-120.96851
316847,UNNAMED FIRE 2055,2007,2454147.5,47,1530,8.0,Children,2454147.5,47.0,1530,0.1,A,34.108258,-117.182481
207665,WAKE UP,1995,2449925.5,208,0525,7.0,Arson,2449925.5,208.0,0600,2.0,B,33.3751,-110.474
733532,,1995,2449757.5,40,,13.0,Missing/Undefined,2449757.5,40.0,,2.0,B,34.275,-80.925
1787526,,2014,2456826.5,169,1203,13.0,Missing/Undefined,2456826.5,169.0,1320,1.0,B,37.39315,-120.79595
1356882,BILLY WADE,2007,2454240.5,140,2100,7.0,Arson,2454240.5,140.0,,43.0,C,35.400167,-85.58366
323828,PETER,2007,2454273.5,173,1454,1.0,Lightning,2454274.5,174.0,1300,0.1,A,40.3136,-108.5937
445266,,2007,2454178.5,78,,5.0,Debris Burning,,,,0.03,A,34.34038718,-84.15333086
1796600,BEAR ISLAND LAKE,2015,2457214.5,192,1737,1.0,Lightning,2457286.5,264.0,1112,2363.0,F,63.48,-153.33
481013,,2006,2453805.5,70,,5.0,Debris Burning,,,,1.1,B,39.63280002,-75.97605999
1660631,,2013,2456579.5,287,0439,13.0,Missing/Undefined,2456579.5,287.0,0445,0.1,A,39.135867,-121.590617
1839011,MARTIN GAIL,2015,2457055.5,33,,9.0,Miscellaneous,2457055.5,33.0,,2.0,B,41.2163,-104.8845
831561,,2001,2452033.5,124,1557,5.0,Debris Burning,,,,12.0,C,34.9617,-88.965
560513,ROMO 2,2003,2452706.5,67,,3.0,Smoking,,,,1.0,B,35.05110997,-104.34559998
1807889,MASON SPRING,2015,2457246.5,224,0708,1.0,Lightning,2457331.5,309.0,1011,9211.0,G,44.237,-118.9927
205420,FIRE,1998,2451014.5,201,1410,9.0,Miscellaneous,2451014.5,201.0,1429,3.0,B,33.1351,-111.869
42718,,1992,2448866.5,245,1851,9.0,Miscellaneous,2448866.5,245.0,1955,0.1,A,46.87166667,-112.5
411721,,2005,2453390.5,20,,5.0,Debris Burning,,,,1.0,B,28.77722,-81.99554998
1194654,,2010,2455522.5,326,,9.0,Miscellaneous,,,,0.1,A,40.76571074,-73.92651459
1834119,FY2015-COLQUITT-013,2015,2457085.5,63,1250,7.0,Arson,2457085.5,63.0,1310,0.1,A,31.09273333,-83.80881944
433017,,2004,2453098.5,94,,9.0,Miscellaneous,,,,0.01,A,31.835578,-81.53385066
1846593,262,2015,2457264.5,242,2014,9.0,Miscellaneous,2457264.5,242.0,2325,15.0,C,32.3448401,-89.75014189
1112990,GOAT                     ,2005,2453602.5,232,,2.0,Equipment Use,,,,0.1,A,40.41694444,-120.76694444
736358,,1994,2449444.5,92,,13.0,Missing/Undefined,2449444.5,92.0,,8.0,B,32.9375,-79.74166667
1731386,RL 050,2014,2456764.5,107,1540,7.0,Arson,2456764.5,107.0,1550,0.5,B,47.8694,-95.1533
722384,DOUBLE,1994,2449588.5,236,,13.0,Missing/Undefined,,,,2.0,B,35.09527587,-106.73750305
326382,REDTOP,2000,2451778.5,235,1749,1.0,Lightning,2451778.5,235.0,1905,0.1,A,38.8917,-107.5506
35085,WHEEL BARREL 4,2009,2454979.5,148,1030,7.0,Arson,2454979.5,148.0,1115,0.1,A,40.49555556,-121.09472222
212663,PORTER,1993,2449264.5,277,0830,2.0,Equipment Use,2449264.5,277.0,1800,2.0,B,35.6167,-114.4175
347742,TALAWAG,2000,2451775.5,232,1527,1.0,Lightning,2451778.5,235.0,1600,52.0,C,40.048,-112.5558
571263,,2004,2453114.5,110,,7.0,Arson,,,,76.0,C,41.35110999,-75.83471998
1181386,YEOMAN 126,2010,2455410.5,214,1620,4.0,Campfire,2455410.5,214.0,1650,0.1,A,39.5044444,-106.680833
632111,,2006,2453796.5,61,,5.0,Debris Burning,,,,10.0,C,33.69178002,-96.06231001
359363,POSUMBLUFF,1993,2449151.5,164,1200,9.0,Miscellaneous,,,,10.0,C,28.46666667,-80.85
472445,,2006,2454078.5,343,,13.0,Missing/Undefined,,,,1.0,B,37.53625997,-84.44074999
1183703,,2009,2454999.5,168,,5.0,Debris Burning,,,,87.5,C,34.1176,-109.3744
1546258,GRASS FIRE,2010,2455486.5,290,,9.0,Miscellaneous,,,,1.0,B,31.690448,-99.152243
1155747,,2004,2453056.5,52,1438,7.0,Arson,2453056.5,52.0,1530,15.0,C,34.522062,-87.83811
1864086,,2003,2452924.5,285,,13.0,Missing/Undefined,,,,0.1,A,21.4889336,-158.2292633
1880390,CHEYENNE 2,2010,2455358.5,162,1630,5.0,Debris Burning,2455358.5,162.0,1655,0.25,A,38.205574,-120.898979
23763,LITTLE SISTER,2007,2454319.5,219,1411,1.0,Lightning,2454321.5,221.0,1715,0.01,A,46.74055556,-121.36638889
1178189,DORR,2010,2455303.5,107,1454,4.0,Campfire,2455303.5,107.0,1515,1.0,B,39.4902778,-82.2705556
1679173,,2013,2456533.5,241,1444,13.0,Missing/Undefined,,,,26.0,C,33.74521,-92.50232
336778,WIDE,2005,2453572.5,202,1612,1.0,Lightning,2453572.5,202.0,1800,0.1,A,36.5319,-115.8653
1412278,,1996,2450085.5,3,1900,7.0,Arson,2450085.5,3.0,2010,0.15,A,31.515,-81.515
1728242,FROST BITE,2014,2456680.5,23,1500,7.0,Arson,2456685.5,28.0,1200,2067.0,F,34.61861111,-93.21583333
1418364,,1995,2449861.5,144,1455,3.0,Smoking,2449861.5,144.0,1509,0.04,A,32.7331,-84.8688
1531355,2600 BLK FM 196,2009,2454884.5,53,,5.0,Debris Burning,,,,0.1,A,33.70854353,-95.40540691
1519739,,2011,2455671.5,110,2119,9.0,Miscellaneous,2455671.5,110.0,2134,0.1,A,40.64832127,-73.84254593
886196,,1997,2450478.5,30,,9.0,Miscellaneous,,,,2.0,B,30.9925,-93.3283
1336663,,2005,2453569.5,199,1035,9.0,Miscellaneous,2453569.5,199.0,1035,0.1,A,42.37373942,-79.45972349
797199,,1992,2448756.5,135,1356,5.0,Debris Burning,2448756.5,135.0,1405,0.1,A,43.18893804,-90.53530105
1355230,HEARN,2007,2454166.5,66,1622,2.0,Equipment Use,2454166.5,66.0,,2.0,B,35.404017,-88.73472
1227018,10123,2003,2452705.5,66,1732,5.0,Debris Burning,2452705.5,66.0,1732,2.0,B,33.76283334,-94.57316666
433430,,2004,2453069.5,65,,9.0,Miscellaneous,,,,0.62,B,33.67772907,-82.33918536
675904,,2005,2453456.5,86,,5.0,Debris Burning,,,,2.75,B,43.80802099,-89.56491912
440002,,2006,2454075.5,340,,7.0,Arson,,,,6.2,B,33.99767528,-84.69185253
281467,LATERAL B,2009,2455016.5,185,2241,10.0,Fireworks,2455016.5,185.0,2300,10.0,C,46.4703,-120.5023
343644,BIG FLAT 3,2000,2451770.5,227,1430,1.0,Lightning,2451771.5,228.0,1800,0.1,A,37.7642,-111.4868
1513384,,2011,2455860.5,299,0134,13.0,Missing/Undefined,,,,0.01,A,39.141858,-121.632469
599231,,2000,2451608.5,65,,5.0,Debris Burning,,,,30.0,C,31.67291999,-94.62707997
167969,CENTER RIDGE,2004,2453232.5,228,1740,1.0,Lightning,2453247.5,243.0,1436,0.1,A,45.58388889,-115.06222222
845219,,1999,2451515.5,337,,5.0,Debris Burning,,,,8.0,B,32.4714,-85.8572
1861693,,2004,2453292.5,288,,13.0,Missing/Undefined,,,,5.0,B,21.3872871,-158.1462097
1712621,,2007,2454121.5,21,,13.0,Missing/Undefined,,,,50.0,C,18.036682,-66.254295
1136650,WHITEWATER REST AREA WB W,2010,2455389.5,193,,3.0,Smoking,,,,0.1,A,33.92305555,-116.66388888
1584515,STROMSETH,2012,2456189.5,263,,9.0,Miscellaneous,,,,48.0,C,44.94906703,-97.21969128
1414910,,1997,2450449.5,1,1540,1.0,Lightning,2450449.5,1.0,1602,0.1,A,31.8579,-81.7332
427302,,2004,2453018.5,14,,5.0,Debris Burning,,,,1.68,B,31.28612963,-84.37785212
240889,SHADOW,1994,2449563.5,211,1710,1.0,Lightning,2449564.5,212.0,1330,2.3,B,43.686435,-110.645353
204432,NO SHOW,1994,2449478.5,126,1250,9.0,Miscellaneous,2449478.5,126.0,1714,60.0,C,33.3675,-112.2529
873742,,1998,2451125.5,312,,5.0,Debris Burning,,,,0.9,B,31.2925,-82.4375
297836,FIREBOX,2004,2453233.5,229,1018,1.0,Lightning,2453233.5,229.0,1315,0.1,A,33.8842,-109.8198
1204216,,2010,2455492.5,296,,5.0,Debris Burning,,,,6.3,B,34.4603228,-85.44175595
868074,,1998,2450887.5,74,,5.0,Debris Burning,,,,0.1,A,34.7214,-84.8853
1178722,ISABELLA POINT,2010,2455415.5,219,0900,1.0,Lightning,2455483.5,287.0,0858,0.1,A,46.9013889,-115.606944
1809679,,2015,2457134.5,112,,11.0,Powerline,,,,0.4,B,37.18672222,-81.75436111
713205,WILT RD.,1999,2451394.5,216,,1.0,Lightning,2451394.5,216.0,,0.1,A,44.34419,-121.46571
1168731,,1997,2450735.5,287,1530,9.0,Miscellaneous,2450735.5,287.0,1716,45.0,C,31.42842734,-90.24608815
910381,,1999,2451244.5,66,,9.0,Miscellaneous,,,,0.5,B,34.0333,-81.5333
87339,RAILROAD,1996,2450310.5,228,1434,1.0,Lightning,2450310.5,228.0,1900,0.2,A,35.145,-111.94
1632240,STATE OF TEXAS,2012,2456129.5,203,,9.0,Miscellaneous,,,,1.0,B,32.5996344,-100.7683502
1644657,SIMS,2013,2456518.5,226,1720,1.0,Lightning,2456518.5,226.0,1815,0.1,A,40.58103,-108.287
725883,MOSIER RD,2000,2451825.5,282,,5.0,Debris Burning,2451825.5,282.0,,0.02,A,46.11536,-123.06045
1320500,RT 39 & RT 92,1999,2451265.5,87,1400,5.0,Debris Burning,2451265.5,87.0,1400,2.0,B,38.11705287,-79.96028631
1392365,,1996,2450398.5,316,1500,5.0,Debris Burning,2450398.5,316.0,1548,1.35,B,31.6352,-81.9356
1722880,OROSCO,2014,2456728.5,71,1300,4.0,Campfire,2456728.5,71.0,1320,0.1,A,33.12361111,-116.87888889
1157197,,2004,2453084.5,80,1406,5.0,Debris Burning,2453084.5,80.0,1631,45.0,C,32.989738,-86.675983
1370169,,2010,2455506.5,310,1330,9.0,Miscellaneous,,,,1.0,B,35.0751,-94.27089
939413,,1999,2451543.5,365,,3.0,Smoking,,,,15.1,C,35.355,-85.5367
759222,TWELVE MILE CREEK,1995,2449939.5,222,,1.0,Lightning,2449939.5,222.0,,0.1,A,44.88597,-119.11619
1112542,LIGHTNING #15            ,1994,2449551.5,199,,1.0,Lightning,,,,0.3,B,40.48805555,-120.615
400887,,2003,2452779.5,140,,1.0,Lightning,,,,5.0,B,28.44082998,-80.83638998
1634480,5435 RR 1623 S,2012,2456248.5,322,,4.0,Campfire,,,,0.01,A,30.193911,-98.602536
162452,MCFARLAND,2003,2452884.5,245,1015,1.0,Lightning,2452896.5,257.0,1630,0.1,A,36.36833333,-115.68333333
1817001,FRANKLIN,2015,2457156.5,134,1535,4.0,Campfire,2457156.5,134.0,,0.25,A,42.039831,-71.451923
1609378,FY2012-BURKE-044,2012,2455968.5,42,1643,9.0,Miscellaneous,2455968.5,42.0,1906,18.5,C,32.93524871,-82.08930364
592006,,2005,2453449.5,79,,13.0,Missing/Undefined,,,,1.0,B,44.93773997,-97.15196998
556052,,1999,2451370.5,192,,7.0,Arson,,,,0.25,A,39.3875,-74.63889
1651259,NITROGEN,2013,2456471.5,179,1645,1.0,Lightning,2456481.5,189.0,1600,0.2,A,28.59,-80.63722222
877998,,1999,2451518.5,340,,3.0,Smoking,,,,0.1,A,33.5036,-82.4814
154397,LOCKE MOUNTAIN,2002,2452413.5,139,1337,1.0,Lightning,2452415.5,141.0,0600,16.0,C,38.28,-105.225
433287,,2004,2453066.5,62,,4.0,Campfire,,,,0.6,B,31.94119843,-81.93679398
